Software Name,File Size (MB),File Type,SHA-256 Hash,Sections,Digital Signature,VirusTotal Score,Network Activity,Permissions Requested,Fake?
CrackTool_2549,41.59,application/x-executable,5617d980e6842c1091dc70e13f928390fbcc67b09f1670daffad3fdf4934ca9d,25,0,46,1,0,1
MalwareHunter_2550,15.78,application/vnd.microsoft.portable-executable,18eef3f217ebaa787df75cb59a8ab2c4f57abf85bd0e341fd2da3d5abbd15054,27,0,49,1,1,1
TrojanDropper_2551,34.63,exe,883a0dbb2caf595a80110e2060b1e49fe0d054ea9c69d17ab644248cf86c3f92,24,0,63,0,0,1
CrackTool_2552,9.13,application/x-executable,a2edfe27ee3f07fc44578c2ec17fcb9523f6919a5c231395963cc3a3ff8afa37,9,0,54,1,1,1
KeygenPro_2553,1.42,exe,279a06d6135b4aa0016be37e01b32c577a5874f85cb718a32cc736a0709cdbdf,13,0,58,1,1,1
MalwareHunter_2554,3.29,application/vnd.microsoft.portable-executable,73164e6853b09e69012a1ae161c2a0ff605c50e3700717cb2b09a29951d810a8,34,0,65,1,1,1
HackerSuite_2555,41.31,application/x-dosexec,601bc6818c07ed054c5e224e8c265ce73603ddc0576f75136bd6b281416d81cf,1,0,63,1,0,1
HackerSuite_2556,30.54,application/x-dosexec,d304f5c691831e5b3e8a502d37fd34813ea3e015aa7811d639a6339ebf82643d,10,0,70,1,0,1
CrackTool_2557,35.03,application/vnd.microsoft.portable-executable,0e7ce950708a8ee764543c1fff1f855e42e4ec4263314ec8f7448b12b8959281,29,0,52,1,1,1
HackerSuite_2558,42.13,application/x-dosexec,bd64f6953f1903a6cc6a7126aee3ae3d216536a7131bf1ff87d74b191adf5d2c,35,1,55,0,1,1
HackerSuite_2559,43.2,application/x-dosexec,a563ab4d7e7c4f05ec408710167a2a4d58038bef2bb071782f4ce8472f490b31,15,1,68,1,1,1
HackerSuite_2560,42.04,exe,fd64e672d807fbb733abd187a13521251cca5391ea8a342461c06a8ec4a578f2,14,0,68,1,1,1
MalwareHunter_2561,3.46,application/x-dosexec,d1fd9bda948326402408b654edf3a154491b4d0d005f994ca11877b2931f42ed,10,1,40,1,0,1
KeygenPro_2562,32.41,application/vnd.microsoft.portable-executable,d8fcc3e9e72991abc2db688b9f13becbb796702714346ba00e796a4fc608de1f,24,0,66,0,0,1
CrackTool_2563,19.4,application/x-executable,d3433d62f74b11ae7153fe9bea588575b07458cc1214e1412b8e64dbeb147d0b,14,1,62,1,1,1
TrojanDropper_2564,39.66,application/x-executable,9e5c91edc2b97921cdf6f4e1332e95d6172570cd086573cbe51ddf1c9d4b641d,29,1,45,1,1,1
TrojanDropper_2565,26.91,exe,59db6ed51ec05c0bee65de096f6aa622b1973f95c916e27b1e3766e46895d8f9,40,1,57,0,1,1
MalwareHunter_2566,24.33,application/vnd.microsoft.portable-executable,ca20014876ff4ce7abd51c0322e25e20e9bf15daf98940b9d7698938466efb90,4,0,67,1,1,1
MalwareHunter_2567,36.52,exe,e787c507c233acfeec5101cbb17e39b539a5ac31702837131297e371cdd76471,1,1,69,1,1,1
TrojanDropper_2568,3.19,application/x-dosexec,5b172d1024fc7f2edd14e10f0468e83de187793db2c5a1b62e6bdf8afa04fd55,15,0,44,0,0,1
KeygenPro_2569,47.03,exe,5f421ab90ea335668def1bf3b6fc3adb18750abcc6510f96fa88424bf110f0aa,11,0,48,0,0,1
KeygenPro_2570,34.34,exe,c17c9d62baf63ecfd622bf9615c4af9ad8fbdaeddaca0c09cff34b5bb1e0327d,10,0,57,1,1,1
MalwareHunter_2571,30.03,application/vnd.microsoft.portable-executable,5977afba64b06ece8539206142edbc365dd7d8fb13ad5379e1f52d9ab8cd392f,14,1,65,0,1,1
TrojanDropper_2572,21.36,application/vnd.microsoft.portable-executable,0a3a10163008d1b493c073433c6e6e1164d3109cdbf80dfa6960b1897c46ae7b,7,1,58,1,1,1
TrojanDropper_2573,30.1,application/vnd.microsoft.portable-executable,5d780ffb1aeae3cf93466a1c8c64f4f8f1ed0f2e9a8ec44c22d46590f49a6a27,26,1,67,1,0,1
TrojanDropper_2574,49.3,application/x-executable,7475a31ce841a85277a7626ab0c7df9bd7525a7cb59509cbed8f280904fa5673,20,1,51,1,0,1
KeygenPro_2575,29.45,application/x-dosexec,01527f71478368e84af05d3be73c8de5bd9e8187dfe2b836f4977ec76cfd921f,6,0,58,1,0,1
KeygenPro_2576,19.17,application/x-executable,962bc214ed0ccc2347491d419bddede5e39fc4136365b706e934255ecaf9b1eb,3,0,64,1,0,1
MalwareHunter_2577,38.82,exe,92498727ced3dcc0055c8e7a021d490c3df15d3ec35bd22d6b940f8a73320294,9,0,54,1,0,1
MalwareHunter_2578,10.31,exe,dfbcf2e7dca8a4e00233693e78b72de429540bdefdb61e5cc679ccd4adf6b6e6,6,0,53,0,1,1
CrackTool_2579,34.47,application/x-dosexec,3149bc637e8ae462d7f6ecf83944e44756bceddbb385821507e1f2a158a15d44,31,0,45,1,0,1
KeygenPro_2580,24.92,exe,7a36e32d612612a237086dfc3a68b7a7022948802f0d2d90dc32c00aec99a721,20,0,52,1,1,1
CrackTool_2581,26.42,application/x-executable,296c0a09e813324bea830f0858f8081fb1922a338cc60f30ab65c66275b1b96a,33,1,54,0,1,1
TrojanDropper_2582,2.1,application/x-executable,d9d77bbbde0631d3d9723790282cca3a0d0fdbb0d2d6ee48d7b2cdbd03f40bd3,38,1,55,1,1,1
MalwareHunter_2583,2.01,exe,9543e0ec0802c13faab72dc9417b52e1014e0ca22cd86d7a95c5bc3c6c5b1d62,12,0,60,0,0,1
MalwareHunter_2584,41.22,application/x-dosexec,bb71cbe832ef81b5db95eee2063e28fe2dd0d5e68554ce8bcabe1ca89aee84ac,8,1,60,0,1,1
HackerSuite_2585,38.94,exe,57fd82b1ef8680a56d09de7a524694fa8c5c8fd9f913f6cf71c3363e61a8445a,30,1,64,1,1,1
CrackTool_2586,41.12,exe,034bbadaebb110dd45d3f0fd033c2c10a6138d63ab58267ff07e0b7b550e8ed2,9,0,39,1,1,1
CrackTool_2587,0.87,application/vnd.microsoft.portable-executable,d44d11230a3826638e332cd1ae550deb38f46d29f2a38d19db3b082bcf0fd159,16,1,57,1,0,1
CrackTool_2588,2.12,application/x-dosexec,c879c7d67b1e35f09fb9d9358bce83c0c3ad1f7e9974463e6b92cf58618ad659,3,1,68,1,0,1
CrackTool_2589,8.14,application/x-executable,c81ef330b8046725609d492f87e29ed406918b91302c29b96270083395336729,32,0,44,0,1,1
HackerSuite_2590,18.53,application/x-executable,57966f801f4e2366e5909c47a519bfd55ca99dbfff1961a618c91e6297a0e5d4,30,0,44,0,1,1
MalwareHunter_2591,28.88,application/x-dosexec,83d25a6a776fdb1db4affb567c4faf28371711d27e255f346a512ab125a69f03,3,0,62,0,1,1
MalwareHunter_2592,32.97,application/x-executable,592ca1b7615607e7417ea3afdcc29af8731267b2e9265e94a13ae58239781214,26,1,52,0,0,1
HackerSuite_2593,32.98,application/vnd.microsoft.portable-executable,4552eb886d49d113724579e817a282d0b794b4f496ba36122a38966448d72d74,18,1,55,0,1,1
KeygenPro_2594,2.36,exe,ba26a0fee50ce8f1cb37166feff7dc3d266572ede1387e678a45338afb8d8a40,9,0,57,1,1,1
KeygenPro_2595,15.97,application/x-executable,b56d786954592be9fdd622ebfa45e41eed40ff0d27afb1b84d47f0525325790b,7,1,55,0,1,1
MalwareHunter_2596,18.67,exe,e108ba4fb9352e8d15cac451338e038704a515a7625c3dbe0947908dd8134462,14,1,66,1,0,1
KeygenPro_2597,44.2,application/x-dosexec,3343afa3a42579160b9432f1ce9f89331e72ccb546327d69ad91b1329442c757,19,1,42,1,1,1
TrojanDropper_2598,43.29,exe,1db0c1978dde2235d720ec2eb437a88691f9806b1cdea43046d4276a9f5ac425,15,0,59,0,0,1
MalwareHunter_2599,20.16,application/x-dosexec,a26a1675f9dfd9d526c5cff827a3a742682c0e2fb8b3a8860a6cf216b920fa8c,25,0,48,0,1,1
TrojanDropper_2600,42,application/vnd.microsoft.portable-executable,601cc43465efb3ac94ff05ee76a3a9b5aba6c707472367c571eb2d5bdba1a758,29,1,58,1,1,1
MalwareHunter_2601,10.7,application/x-dosexec,4286c908b8678359e91ce6a04054bef75ea75112a0de66d4243ad3c6aac3e060,3,1,59,1,1,1
KeygenPro_2602,2.62,exe,cd990620e19240a2193629185f9b22b57ea26236c79e3ef76c6529865a8a86b4,35,1,63,1,1,1
MalwareHunter_2603,24.91,application/x-dosexec,652b0808c1d59cdcd3f8ed2468f1b6724867297eab4e522ea5974f68e3065ebb,29,0,50,0,0,1
KeygenPro_2604,12.81,application/vnd.microsoft.portable-executable,0626eb96af4d8cb170d188acdcddbea7d993d3f78982c4352f4eb69b10367226,24,1,67,1,0,1
MalwareHunter_2605,11.9,application/x-dosexec,2d8e708bf1027d3154b7e93471e5359b6fa20ec23dc37108c5a529fa371abc8a,31,0,49,0,1,1
MalwareHunter_2606,25.37,application/x-dosexec,2146a451fc23b5820e761ddafb55a58fad4ee1796f2f404457e44762ada0dafb,14,1,55,1,1,1
KeygenPro_2607,5.57,exe,e14d5c93499f3b74343abdb1ffc8d08e31352e65d6a3689d3e36268a1a62baec,19,1,54,1,0,1
KeygenPro_2608,13.42,application/x-dosexec,59132bf383b35269032ccd90a0c6a65b345393cec2731667b0f457bff7a34bf8,27,0,68,0,0,1
KeygenPro_2609,35.98,application/x-executable,4b29509626517c76547142fcb38adc1f72cc5fd3cbf9ffa8e40fb0aa5db911ea,23,0,45,1,1,1
MalwareHunter_2610,26.81,exe,ed0196de8d802fb958cb2e7ecfcd8b035f4430000f2d60dca5a878482512eba7,19,0,54,0,0,1
KeygenPro_2611,9.74,exe,a160d00856d3c10932b8e7307be7d623bffdb73a4fdf02a370805082d4b77a16,39,0,49,0,1,1
TrojanDropper_2612,21.22,exe,a648582f869a45e462b1d337395d64991e75dd59f3b85fc0182be8bbeb8fc42e,18,0,59,1,1,1
HackerSuite_2613,46.11,application/x-executable,db619dcbfc095e135e23cfe926afa00fb3c5ecfc752f0207f1d1a6effee4b4af,32,1,70,1,1,1
TrojanDropper_2614,1.39,application/vnd.microsoft.portable-executable,0a7d5b6a75ae76a4c31693d4e1e5af40497e24d48d2e4afccb1e6ebfd8a52728,28,1,69,0,1,1
MalwareHunter_2615,46.94,exe,3e7f9d7aa4e377904cc3bb0bd979c7cb3b2929982fb59b014d475f514e6b0197,2,0,44,0,1,1
TrojanDropper_2616,32.07,application/x-dosexec,ece519f77943029b7e311deb4be174e39d7331ca0566accd1f665456305185cd,39,0,65,0,1,1
KeygenPro_2617,29.02,exe,3e048e0078b1d1a4cf8fa08811698e2ea64b151691c5a4aea101be9bc96bda3c,23,0,65,0,0,1
MalwareHunter_2618,42.04,application/x-executable,0c060edbf5b75366c456b04a0acfe21e54eebe8d8dd6d90a7ec93dab95b88a22,4,0,55,0,0,1
TrojanDropper_2619,44.81,application/x-executable,85065b10799d860d13452bc374d0fd5644e29f9871997e119fb30802438b08c2,10,1,62,0,0,1
TrojanDropper_2620,14.79,application/vnd.microsoft.portable-executable,6c74dbb460e2d79596ad5a97ea00938e1d1acc8d92629059db495d7546a73876,16,0,47,0,1,1
TrojanDropper_2621,34.94,application/vnd.microsoft.portable-executable,5c4341269aa8039648d6f58fd45da5848e5095f81fe3a6381dc0b7379d5a1f9c,35,1,66,0,0,1
KeygenPro_2622,48.89,exe,75e32e5942d0c308f2c414936ed4047d9418ad7f8602899e8552680218226471,37,1,62,0,1,1
KeygenPro_2623,11.62,exe,07054623bd8b72cb6471eb1cbbc1d7ce3ab5d54985e7c6fdd3fca397ae3e42b2,15,0,59,0,0,1
KeygenPro_2624,0.25,application/vnd.microsoft.portable-executable,d703701fa28700ae1425ad95819757c84c8cb53ef9005b61baa015d98a3684bb,16,0,69,0,0,1
CrackTool_2625,43.63,application/vnd.microsoft.portable-executable,344dd953ba5eb292a4cecd9b5a73dbcb2edeb9a8f967e1bffb468f070e200004,38,1,57,0,1,1
MalwareHunter_2626,16.41,application/vnd.microsoft.portable-executable,1f5eca6a78b88f46d40edc12590cbfef0e02509585c658dcf218bd39d438a137,19,0,41,0,1,1
KeygenPro_2627,44.22,exe,5c7f98fd54877cb3ac7c4814494730bc5d79c462a3e05a1f3a2f709249dc4501,17,1,55,1,1,1
HackerSuite_2628,25.87,application/x-dosexec,fbe1d2c4bbfc716a60c14fe9dad6cf41236679dd3f152892766452104e82cca7,1,0,65,0,1,1
TrojanDropper_2629,4.06,application/vnd.microsoft.portable-executable,be873e390cb82ee7665a83a4d3cfc360b1c0cd951d0cc2f6918897efc7a24479,3,0,48,0,0,1
CrackTool_2630,42.57,application/x-dosexec,a4f7e35ca39ce317954ae093613a2c1c55891116b2d6f409c04614642f01fd90,29,0,59,1,1,1
KeygenPro_2631,41.41,application/vnd.microsoft.portable-executable,459a95fa7216fdc8541be6ddee9d698e38b65f2b944e6ac39e88e13d4eaaa0b3,23,1,54,0,0,1
KeygenPro_2632,22.88,application/vnd.microsoft.portable-executable,ff8c0182896bf0b4c0a0163a82fa37d204128f24fa0e199cb4a5b8f014889271,25,0,70,1,0,1
CrackTool_2633,32.22,exe,03e9ab1b7be81331ffcdb28a19186463255054558894a19c1dbc30234ddcd1ba,1,0,62,1,1,1
HackerSuite_2634,16.8,application/x-dosexec,8907e24da60cbea058c7a60a667eda011bbd4237d55674da192e7932aed2c254,14,1,57,0,1,1
MalwareHunter_2635,32.79,application/x-executable,eb223f2472a1711e15c7970a5078e1a512dea6f7dc79cce527f7ca0ad23d8a74,9,0,55,0,1,1
HackerSuite_2636,42.51,exe,995c2d63aeae2ba14db6e2b1f6d5c16618241e6c7c4a6065450d137b3239122f,36,0,51,1,1,1
CrackTool_2637,27.15,exe,6e78e7f9e9a4248cd4dbe80d26d5cdac5ef632a03bb67bbae2097ab9dcd5a180,16,0,43,0,1,1
TrojanDropper_2638,19.21,exe,f00abc491e719d75a9d6de227a91d134d2580f3e5a930ecb299b05406f8636f5,4,0,66,1,1,1
CrackTool_2639,27.24,exe,0242ffd86d4be12b0fdea883f4973b0a953f65e0e2b6cc87bbbc1fdae517655f,13,0,47,0,0,1
KeygenPro_2640,46.4,application/vnd.microsoft.portable-executable,3e0078a2ba8b8a91cd76abaa6153f32339b2956c96a1021061f4a6906d45de07,10,1,46,1,1,1
TrojanDropper_2641,49.72,application/x-dosexec,993ce875b617c690fe8c928c6c396fa6dd91a19040e7593d694c4b2808db442c,9,0,48,1,0,1
HackerSuite_2642,33.11,exe,8517caf5fae66eaecc122d59ff96a55536be0f0ed1886709bb6e74af1776f7fd,23,0,49,1,0,1
KeygenPro_2643,3.44,exe,77d2e3f4b3a2bc515c52c53426a3a70e61e94c64ed457d1bb7c76d238d00e78d,40,0,57,0,0,1
CrackTool_2644,21.09,application/vnd.microsoft.portable-executable,2f17a2951a5a615f9d965c2137a0dcd052e0c8620aef36973a03dc2b370979fa,28,0,56,0,0,1
HackerSuite_2645,9.31,application/x-dosexec,12229b453693f826f009fd4688b725296f677726a40d553e6f5367f56589b31a,20,0,50,0,1,1
TrojanDropper_2646,34.29,exe,f2c5be991d327dd4b06238d7b5f76f27b098a6d0d629a1c7e908534696afee31,9,0,70,1,1,1
MalwareHunter_2647,8.33,exe,f17e3eedaa58552e3067d5bcfa2124abe58bf6ca10ba0666faf0118f8baceed9,12,0,67,0,0,1
KeygenPro_2648,10.67,application/x-executable,45e99f1db143cbe15ae4a91bf8bab63b4cba7f73be1295962a6398bac3068b8d,39,1,60,1,1,1
CrackTool_2649,11.81,application/x-dosexec,15037618157c76c4693643be9f47b1b408fc671c0301367e1c092ff0e4c23b83,11,1,70,0,1,1
HackerSuite_2650,22.68,application/x-dosexec,38aef78afbc1193846c0001b8348329e83e1bdf2a311d52cbb9f71bed0b6f129,5,0,37,1,1,1
HackerSuite_2651,15.07,application/x-executable,7855b11e68e32263c72821d52b513844977ab69f81990ccc8f93fcfab6747493,6,1,67,1,1,1
TrojanDropper_2652,39.29,application/vnd.microsoft.portable-executable,4ce8decc3881801e2ceaa1f1c7033558e3446ca42569d8d40fa2fec999535922,8,1,68,0,1,1
TrojanDropper_2653,28.09,exe,861fa74dd01077a93157828345685e3979037627454bb9b51e493ca0dabacb1f,40,0,56,0,1,1
TrojanDropper_2654,31.12,application/x-executable,ebca1c04f057dd579e4bf186d3f07e3dcd2a0b3a602e09dd89f02ab556f169ee,35,1,41,0,0,1
CrackTool_2655,46.74,application/vnd.microsoft.portable-executable,555960faf0079d41e59b67c2d0117d0a38446737957ec8234a48e3e3f8d42edb,11,0,52,0,1,1
MalwareHunter_2656,29.64,application/vnd.microsoft.portable-executable,d7042994d54936943b4bde0fc8d08fb55e3c5e12430861f00bef1a3641c59ca0,22,0,52,1,1,1
TrojanDropper_2657,41.01,application/vnd.microsoft.portable-executable,ba742e0d46f2bf0676f492f4bb6863d6212e6b982dbd37b1464c3599269b5b5c,34,1,54,1,0,1
KeygenPro_2658,35.38,application/vnd.microsoft.portable-executable,86896af29003ddc88c42ee3b33fd2d068db5b1d86022730021587e0b26fa11d9,19,0,70,0,1,1
CrackTool_2659,5.92,application/x-executable,c3c13deff4aa2b5f623d998fcff5e705f5f2852b9ff21fb103dafa3c70172aa2,15,0,46,1,0,1
MalwareHunter_2660,14.93,application/x-dosexec,35c15dd74b358e191a8fe893dfcfa27df913803d7062b0286551decca63da2d2,14,1,54,1,1,1
KeygenPro_2661,0.05,application/vnd.microsoft.portable-executable,6607dc227c39feab57388c9d4a03851e2b8609d18659efc9c3cf1951dcd60fbe,39,1,50,1,1,1
CrackTool_2662,20,application/x-executable,1b9bd0913d8c6297e663dfcc51a7a589254113242b87698d8cb2666db6cb40ba,12,0,67,0,0,1
KeygenPro_2663,1.61,exe,3f918a2d4d4606b196d05ddee224d0272ab368b9ffbea23b8e183e779f82b8d6,14,1,44,1,0,1
CrackTool_2664,35.28,application/x-dosexec,5cf10ed93934337d9b7a7fe55a4c048e54431e38dcaa036e429710759471526b,3,1,58,0,1,1
HackerSuite_2665,40.2,application/x-dosexec,55c16e41ccf028adfbfe31add09654bd602df5c599f09c7bb1a7acd710b3dda5,29,0,44,0,1,1
HackerSuite_2666,5.25,application/x-executable,a8e7406b91a06f75bcac9a1aaf8a2cadf90f91ee9efc691be7bbd95a33b902bd,32,0,57,1,1,1
TrojanDropper_2667,46.75,exe,2c72a1684c731dd5aedf9ef7dc51b316fe9d39010eb569cc1e938aa9b19e0ef6,30,0,51,0,0,1
KeygenPro_2668,10.31,application/vnd.microsoft.portable-executable,e50856d38c725c21a6d7eb1eb9492ed2dd1a4d0afdc132b0d4c8d7720f9d1269,7,1,48,1,1,1
MalwareHunter_2669,15.54,application/vnd.microsoft.portable-executable,e476dc889b92636c8ebde6efdfa3238d4936a215756ce7c91a3ec569d473a9c7,8,1,66,1,0,1
KeygenPro_2670,27.39,application/x-executable,084a7971c8a461da679b0514331892beaf5ce4a3dad10839732f722c69d8781a,27,1,66,1,1,1
KeygenPro_2671,34.33,application/vnd.microsoft.portable-executable,a86f7f3cf378c274aa0fbe51768d4130cff09865749e43a5044ec11f0aa200c0,7,0,59,1,1,1
KeygenPro_2672,19.93,application/vnd.microsoft.portable-executable,e9b71d0849cf09661ab56a4b057de9d590f49875a21c80d66cd02ec8297346ef,39,1,49,0,1,1
CrackTool_2673,34.24,application/x-executable,173dc7d26478eb81a231b8e4ab64923fd859916a3e0cf550db0b351115fc129e,30,1,48,1,0,1
CrackTool_2674,36.54,exe,8fb920e5f37763b57b08ec9ea5bd4b49c4e10c0331074d865892cb5e9ab6dd1e,18,1,68,0,1,1
CrackTool_2675,38.31,application/vnd.microsoft.portable-executable,9401cbf26ad889e6f6359dcd2c12cf3afc535929b8d49c9bbfb15b88eb8b8386,13,0,56,0,0,1
KeygenPro_2676,10.93,application/x-executable,ece6aba6d7de02053e043fd483e9eb7a48260655cf08e7acd5312ad80bccd219,33,0,43,1,0,1
MalwareHunter_2677,31.96,application/vnd.microsoft.portable-executable,2e4c6b594c6ce5e247add6b9ec6459bdfcd860087e950e2140c567becfd623ce,32,0,51,0,0,1
HackerSuite_2678,47.72,application/x-executable,cb5dbd0f831f18f4ec29f04a138aab2c8bb7f8ae8a539a5418965b16de175753,38,1,55,1,1,1
MalwareHunter_2679,23.4,exe,9cb86e5f768c8a82e2c98e8253bc049a0846f816456cdf9771c17e6e587d1036,15,0,56,1,1,1
TrojanDropper_2680,21.85,application/x-executable,75502229011b02aff05cceb050b055846bd3642de6e9e169fe2ba39dbaf404b9,30,0,68,1,1,1
KeygenPro_2681,34.68,application/vnd.microsoft.portable-executable,ceabf791bad4734d10ad1747ca6e479a395d8437f18317b5c1b3fc1ec8faaeca,30,1,57,1,1,1
KeygenPro_2682,2.17,application/vnd.microsoft.portable-executable,0c5e7a0684c5119635cb879dddd6f142137964a1f879c0f0b28f991e2ab7c022,30,1,61,0,0,1
MalwareHunter_2683,47.46,application/vnd.microsoft.portable-executable,b02ce630a447e35773139d71a40bcaca43a3f0a6850c46e69f630faba9f02c5b,32,0,38,1,1,1
CrackTool_2684,40.51,application/x-executable,ee5dde1ae9fab692eaaa51605b05efafcba67de8008884c3454f200da21785e7,37,0,62,0,0,1
HackerSuite_2685,28.26,application/vnd.microsoft.portable-executable,2adbb532c5d16d1bb987973d5446a956fd8ddbcaf7b8274571a7e7f5c196a977,15,1,70,0,1,1
MalwareHunter_2686,31.46,application/vnd.microsoft.portable-executable,5a426c026331a0334002e0267efeeb1e754c1ff9a47bbac30d9a07ff43af94df,12,0,69,1,0,1
TrojanDropper_2687,41.27,application/x-dosexec,1b8c6c0aad562e9674c6f8ce9f3893a25997cd9a0bd77962d8a370f528b4274b,8,1,48,1,1,1
CrackTool_2688,25.16,exe,069a9e231c16d987c47d41723b598132246b07acdf83b711f050ca69ffe03db1,15,0,67,1,1,1
TrojanDropper_2689,39.73,application/vnd.microsoft.portable-executable,bc1d43bc698d57faec2a4d8fe8d7d284dd9fbad6143c6086830513c413fd1159,9,1,53,1,1,1
HackerSuite_2690,20.38,application/x-executable,439ffd927458c7e8a3287f8ffe7ceb6421c0fd3895c73f8da6143ebd472d85ff,13,0,56,1,1,1
TrojanDropper_2691,44.83,application/x-dosexec,63063d73042c1611b793356d51a5f535f8d8ba16fa3cb0b4151089ae2da6dba3,40,1,50,1,1,1
CrackTool_2692,39.07,application/vnd.microsoft.portable-executable,ca4607c63a445d8c1449c875e35fd55c3887d007b50d52589a94e5bbcb25d882,7,1,68,0,1,1
TrojanDropper_2693,45.58,exe,4572d6f742b9b844dda641624042403df54a913bed561f5f0cf0b4fb12e21f55,21,0,69,1,0,1
CrackTool_2694,31.25,exe,7ce4a99549e3667e42dde0fafc663c16709aebe9e4003756e13cfc7b6a8f0e89,11,0,65,0,0,1
CrackTool_2695,35.45,exe,9b1a07fc3ec71d6c2e8ad9682cc453197af50d6533b0e58058234ca09f87da69,19,1,61,0,1,1
HackerSuite_2696,15.6,application/vnd.microsoft.portable-executable,3843289f723733ababf72ca65d7e47501561c3c4b7fcb8b394f3982d1c40fd6c,26,0,56,1,1,1
KeygenPro_2697,22.64,application/x-dosexec,cc613e01517ca85f40f20a1fca8ae541926d0345338590399ab64e42cadebe44,36,0,60,1,0,1
HackerSuite_2698,43.35,application/x-executable,f7a5d238937d5403a5792ac4755651c14fe99159b1147ee8f3ea3c0bed3e2b47,9,0,64,1,0,1
CrackTool_2699,24.08,application/vnd.microsoft.portable-executable,9abfdeac42d3abe60f48674f33d5f6ebf7157598ce6a48a2a986c18115323600,27,0,64,0,1,1
KeygenPro_2700,48.58,application/vnd.microsoft.portable-executable,60b5112c9dfef0bf27191c3a03ead56271f2cbb2f1a5a66eb114097964e20da2,11,0,59,0,0,1
CrackTool_2701,36.84,application/x-dosexec,65171f1b266254062394fd38411da087921011fa735060990ae3d2de83e844e6,39,0,68,1,1,1
TrojanDropper_2702,3.42,exe,2b5ab9b0c74ac1894f44f22263e1430f41a395e47b9066e24932ab39df8536d7,1,1,63,0,1,1
CrackTool_2703,43.19,application/x-executable,38ce686e9a3657455a6dce10eefc029113d117078d3c5baf94c179309d2d5b15,31,0,57,1,0,1
TrojanDropper_2704,44.01,application/x-executable,1b17c60743d4dcd5adf4be95ae2b8757ce30c34de0ddc7e168b383e619d4324a,21,1,60,0,1,1
KeygenPro_2705,11.89,application/vnd.microsoft.portable-executable,5f3cdc38af7ca835cbd5217009b8f661ac9d2cd223a6574d6dd48fd941d0d24a,29,1,54,1,0,1
HackerSuite_2706,15.97,application/x-dosexec,add1cc809c01347fb700a8191101b4169383cd04594f1a2fe07e93605b575199,27,0,66,0,1,1
CrackTool_2707,9.06,application/vnd.microsoft.portable-executable,2c08ecae3f7b6abc6d2ca8538ead38d485f075e20b8f2a6fb725f0506062b8d4,40,1,69,0,1,1
TrojanDropper_2708,31.09,application/x-dosexec,049dc1c1ef2749fda68b1598cb4a5cf8447086b8e91ec312386ea8a89252eef3,23,0,38,1,1,1
TrojanDropper_2709,16.79,application/vnd.microsoft.portable-executable,c44e685d5e94123fedd1b62f02f8e54df440996b8799494cbec5dce3f5b613e3,24,0,50,0,1,1
MalwareHunter_2710,29.53,application/vnd.microsoft.portable-executable,55edf7e21d177e3fd238f52676e0df37f52dc6214460dfb66b7b6c6d1ec1af28,35,0,64,1,1,1
CrackTool_2711,35.26,exe,3572c35d5d2d0b787aeae797ad3b6a5be08d3db93140dd9a86d30cb5a7f2ad57,12,1,70,1,1,1
KeygenPro_2712,15.91,application/x-executable,4d8893b8a4e1f32e167ea39dc98287f209004a4884757e63fe015a9df4176075,31,1,60,1,1,1
KeygenPro_2713,46.44,application/vnd.microsoft.portable-executable,a57c52634b8e73dee61d95dbcf99289f5c9a248a136b0384a10834e1a7d928e9,24,1,47,1,0,1
CrackTool_2714,11.95,application/x-executable,305e2e04687aad2be45c504264e1095f628f5320ac00fd69dccab339055e2a97,22,0,51,1,0,1
HackerSuite_2715,1.08,application/x-dosexec,6566f1e03c12202a6632696c894194000e82e0dd8e777e169e306596d3e75b44,1,0,57,0,0,1
CrackTool_2716,0.19,application/x-executable,3a8196d8be97fbce5faafac5e9a49846331edc63dade292faa9b1d57f0404cba,11,1,63,1,1,1
TrojanDropper_2717,18.8,application/x-executable,811330ba51e266d78c9124f50cc7fb730d6cc0f7a3cebf774c686f455b725c54,9,1,59,1,0,1
MalwareHunter_2718,48.02,exe,db275f22abb2b0ffbb5ac97e68ad2b696490b1da81abd8a0112d7ec2156fb5a0,8,0,70,0,0,1
KeygenPro_2719,30.48,application/vnd.microsoft.portable-executable,e7cd8516f10e8c0e2c3da9daa77c7a221258e2d7f878af0cafb85da97b8a3e70,13,0,52,1,0,1
MalwareHunter_2720,48.53,application/x-executable,042394e3bf613522de6ea6ae28c02adc833fb99260d73028cd9606883927f100,38,1,62,0,1,1
TrojanDropper_2721,14.99,application/x-executable,86bc2c8800b6c521e233c14e0aabb1d99232d1fe7028bc3016376a37d671d036,22,1,67,1,1,1
KeygenPro_2722,8.28,application/x-dosexec,4e9b6777251c0bb2e26965583e1d97b978ba3ee9917780c3ee86789dcb7d3714,21,0,66,1,0,1
MalwareHunter_2723,16.73,exe,a5168961e223e5dfb792afc21d0ba03500437b0c37a08be6f4730172359f7bcf,36,0,66,1,0,1
TrojanDropper_2724,26.06,application/x-dosexec,d9939d2f5436519a61429790e7ba2a3fa8dac06114aded607008dcbd7db4396a,29,0,61,0,1,1
CrackTool_2725,7.81,application/vnd.microsoft.portable-executable,9ba68c37f55d7da4bee4f7a1f181bdd97393707f33ff5b1ce965c4089ef16ab5,11,0,58,1,0,1
MalwareHunter_2726,26.52,application/x-executable,77192f7737ddb08dee2fd132079fa9a22fd772cf74368753c2e7c6d47e05e805,19,0,61,1,0,1
